rep,id,eta_ka,eta_V,eta_Cl,eta_gamma
1,90,0.978249549547654,0.318409368784668,0.417285802849408,0
1,91,-0.477354492089165,0.0835762092357233,0.197551037630915,0
1,92,-0.612886290153711,0.101289807356534,-0.186983395070172,0
1,93,0.691492198415788,-0.356511768310025,-0.0845618531549728,0
1,94,0.815241264198162,-0.0956775064262314,0.143951168326713,0
1,95,0.316532220740371,-0.0791169841810513,-0.181786721583334,0
1,96,0.0508141504026135,0.0387895238181986,-0.173087616112245,0
1,97,0.389079634681736,-0.0248299081657013,-0.167579569016344,0
1,98,0.212506784754785,0.291797136753384,-0.182583903791904,0
1,99,0.0286022782770663,-0.0909856090328773,0.213908285669664,0
1,100,0.474748539974544,0.245270866083742,-0.122295874549596,0
1,101,-0.237979932962538,0.108866945273895,0.598015298541241,0
1,102,-0.479506024580488,0.0958057465543591,-0.232511718468182,0
1,103,0.522259843647805,-0.0320721178909373,0.00397235470238844,0
1,104,0.992171223801023,-0.116907469528776,0.275068957403705,0
1,105,0.244829836337355,0.324127026062798,-0.428549406822085,0
1,106,-1.15218633143101,-0.132573046131928,-0.188281446840908,0
1,107,0.355217788060591,-0.393570973044159,0.410944925586309,0
1,108,0.249434682394416,-0.0418403082454124,0.229523353672485,0
1,109,0.00742910816935344,-0.147932291028436,0.173153606857183,0
1,110,0.0745809638356101,0.225910344472892,-0.31946406399891,0
1,111,-0.0623846291694944,-0.00675420050132702,-0.0731321417256998,0
1,112,-1.17926010272467,-0.00109473004190086,-0.339628863705459,0
1,113,-1.02804563705669,0.479798994313242,-0.3050127109713,0
1,114,-1.18828796943094,0.158727345873681,-0.0436332528183421,0
1,115,0.459568096681365,-0.050750507256426,0.0593708180356973,0
1,116,0.364012080224476,0.143173720096621,-0.157861214936613,0
1,117,-0.980922287316889,-0.260707358746086,0.35799513589908,0
1,118,-0.46426411780079,0.206161842141003,0.0716030643843739,0
1,119,0.271440199926985,0.181784609629733,-0.156464358259995,0
1,120,1.15653273160908,-0.306084111283182,-0.16210025274888,0
